class_code,class_title,commodity_code,commodity_title,family_code,family_title,segment_code,segment_title
20121500,Conventional drilling tools,20121502,Blowout preventer controls,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121500,Conventional drilling tools,20121504,Drill collars,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121500,Conventional drilling tools,20121505,Coring equipment,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121500,Conventional drilling tools,20121508,Drill pipe,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121900,Well measurement and logging equipment,20121906,Nuclear tools,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121900,Well measurement and logging equipment,20121910,Telemetry systems,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20121900,Well measurement and logging equipment,20121913,Well logging downhole test equipment,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122100,Perforating equipment,20122101,Capsule guns,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122100,Perforating equipment,20122102,Casing guns,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122100,Perforating equipment,20122114,Through tubing perforation guns,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122200,Well testing equipment,20122204,Choke manifolds,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122200,Well testing equipment,20122212,Oil samplers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122200,Well testing equipment,20122213,Well testing separators,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122200,Well testing equipment,20122216,Well testing downhole tools,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122300,Slickline equipment,20122308,Slickline chemical cutters,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122300,Slickline equipment,20122321,Slickline jet cutters,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122300,Slickline equipment,20122335,Slickline severing tools,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122300,Slickline equipment,20122349,Wireline grabs,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122400,Production systems equipment,20122403,Hipot testers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122400,Production systems equipment,20122409,Oilfield production spoolers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122500,Coiled tubing equipment,20122501,Blaster tools,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122500,Coiled tubing equipment,20122503,Coiled tubing units,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122500,Coiled tubing equipment,20122506,Coiled tubing injector heads,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122600,Seismic equipment,20122605,Seismic geophones,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122600,Seismic equipment,20122615,Seismic receivers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122700,Oil country tubular goods,20122709,Oil country thread protectors,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122801,Mud agitators,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122802,Mud tanks,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122807,Drawworks,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122809,Drill swivels,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122811,Drill rig elevators,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122820,Land drilling rigs,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122821,Mud cleaning equipment,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122822,Mud manifolds,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122823,Mud mixers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122824,Pipe handling equipment,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122829,Drill rig rotary tables,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122833,Makeup tongs,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122838,Shale shakers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122839,Mud degassers,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122800,Drilling and workover rigs and equipment,20122840,Crown blocks,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122900,Surface data logging equipment,20122902,Surface data logging sensors,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20122900,Surface data logging equipment,20122903,Surface data logging units,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141002,Wellhead beam pumps,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141003,Wellhead flow lines,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141005,Wellhead production chokes,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141011,Tubing head adapter,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141014,Casing head spool,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141000,Wellhead equipment,20141015,Wellhead tees or crosses,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141300,Downhole jet pumps and anchors,20141301,Downhole jet pumps,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20141500,Downhole pumps,20141501,Electric downhole pumps,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142100,Heater treaters,20142101,Oil well heater treaters,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142500,Produced water treating equipment,20142501,Oil field water oil centrifuges,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142700,Pumping units,20142702,Rod pumps,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142700,Pumping units,20142703,Mechanical rod pumps,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142800,Production separators,20142801,Oil water separators,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142900,Storage vessels and tanks,20142901,Oil storage tanks,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
20142900,Storage vessels and tanks,20142903,Steel holding tank,20140000,Oil and gas operating and production equipment,20000000,Mining and Well Drilling Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101501,Ploughs,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101502,Harrows,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101503,Cultivators,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101504,Weeders,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101505,Hoeing machines,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101506,Graders or land levelers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101507,Agricultural rollers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101508,Rollers for lawn or sports grounds,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101513,Disks,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101514,Subsoilers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101500,Agricultural machinery for soil preparation,21101516,Dibblers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101601,Planters,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101602,Transplanters,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101604,Seed drills,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101605,Seed treating equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101606,Hole diggers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101600,Agricultural machinery for planting and seeding,21101607,Seeder attachment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101701,Mowers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101702,Haymaking machinery,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101703,Harvesters,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101704,Combine harvesters,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101705,Threshing machines,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101706,Crop dividers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101707,Harvester parts or accessories,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101700,Agricultural machinery for harvesting,21101708,Mower parts or accessories,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101801,Sprayers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101802,Dusters,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101803,Water sprinklers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101804,Fertilizer spreaders or distributors,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101805,Fog or mist generators,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101806,Composter,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101800,Dispersing and spraying appliances for agriculture,21101807,Pollination equipment or supplies,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101901,Milking machines,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101902,Animal husbandry equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101903,Incubators or brooders for poultry,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101904,Feed mixers,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101905,Livestock identification equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101906,Egg inspection or collecting equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101907,Animal watering machines,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101908,Milk cooling tanks,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101909,Animal shearing or clipping equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101910,Wool comb,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21101900,Poultry and livestock equipment,21101912,Livestock restraint chute,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102001,Cleaning machines for seed or grain or dried leguminous vegetables,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102002,Sorting machines for seed or grain or dried leguminous vegetables,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102003,Grading machines for seed or grain or dried leguminous vegetables,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102004,Rice cleaning or hulling equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102005,Grinding mills,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102000,Agricultural machinery for cleaning and sorting and grading,21102006,Hammer mills,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102200,Forestry machinery and equipment,21102201,Decorticators,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102200,Forestry machinery and equipment,21102202,Lumbering equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
21102200,Forestry machinery and equipment,21102203,Reforestation equipment,21100000,Agricultural and forestry and landscape machinery and equipment,21000000,Farming and Fishing and Forestry and Wildlife Machinery and Accessories
