data_value,date,domain_source,element_id,element_name,onet_soc_code,scale_id,scale_name,title
6.17,06/2008,Analyst,1.B.2.b,Working Conditions,11-2021.00,EX,Extent,Marketing Managers
5.33,06/2008,Analyst,1.B.2.c,Recognition,11-2021.00,EX,Extent,Marketing Managers
5.67,06/2008,Analyst,1.B.2.d,Relationships,11-2021.00,EX,Extent,Marketing Managers
5.0,06/2008,Analyst,1.B.2.e,Support,11-2021.00,EX,Extent,Marketing Managers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-2021.00,EX,Extent,Marketing Managers
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-2021.00,VH,Work Value High-Point,Marketing Managers
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-2021.00,VH,Work Value High-Point,Marketing Managers
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-2021.00,VH,Work Value High-Point,Marketing Managers
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-2022.00,EX,Extent,Sales Managers
5.5,06/2008,Analyst,1.B.2.b,Working Conditions,11-2022.00,EX,Extent,Sales Managers
4.67,06/2008,Analyst,1.B.2.c,Recognition,11-2022.00,EX,Extent,Sales Managers
4.0,06/2008,Analyst,1.B.2.d,Relationships,11-2022.00,EX,Extent,Sales Managers
5.33,06/2008,Analyst,1.B.2.e,Support,11-2022.00,EX,Extent,Sales Managers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-2022.00,EX,Extent,Sales Managers
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-2022.00,VH,Work Value High-Point,Sales Managers
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-2022.00,VH,Work Value High-Point,Sales Managers
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-2022.00,VH,Work Value High-Point,Sales Managers
4.67,06/2008,Analyst,1.B.2.a,Achievement,11-3012.00,EX,Extent,Administrative Services Managers
4.67,06/2008,Analyst,1.B.2.b,Working Conditions,11-3012.00,EX,Extent,Administrative Services Managers
4.67,06/2008,Analyst,1.B.2.c,Recognition,11-3012.00,EX,Extent,Administrative Services Managers
6.33,06/2008,Analyst,1.B.2.d,Relationships,11-3012.00,EX,Extent,Administrative Services Managers
4.0,06/2008,Analyst,1.B.2.e,Support,11-3012.00,EX,Extent,Administrative Services Managers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-3012.00,EX,Extent,Administrative Services Managers
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3012.00,VH,Work Value High-Point,Administrative Services Managers
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3012.00,VH,Work Value High-Point,Administrative Services Managers
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3012.00,VH,Work Value High-Point,Administrative Services Managers
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-3021.00,EX,Extent,Computer and Information Systems Managers
6.5,06/2008,Analyst,1.B.2.b,Working Conditions,11-3021.00,EX,Extent,Computer and Information Systems Managers
5.33,06/2008,Analyst,1.B.2.c,Recognition,11-3021.00,EX,Extent,Computer and Information Systems Managers
4.33,06/2008,Analyst,1.B.2.d,Relationships,11-3021.00,EX,Extent,Computer and Information Systems Managers
5.67,06/2008,Analyst,1.B.2.e,Support,11-3021.00,EX,Extent,Computer and Information Systems Managers
5.0,06/2008,Analyst,1.B.2.f,Independence,11-3021.00,EX,Extent,Computer and Information Systems Managers
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3021.00,VH,Work Value High-Point,Computer and Information Systems Managers
5.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3021.00,VH,Work Value High-Point,Computer and Information Systems Managers
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3021.00,VH,Work Value High-Point,Computer and Information Systems Managers
5.33,11/2020,Analyst - Transition,1.B.2.a,Achievement,11-3031.00,EX,Extent,Financial Managers
6.0,11/2020,Analyst - Transition,1.B.2.b,Working Conditions,11-3031.00,EX,Extent,Financial Managers
5.67,11/2020,Analyst - Transition,1.B.2.c,Recognition,11-3031.00,EX,Extent,Financial Managers
5.0,11/2020,Analyst - Transition,1.B.2.d,Relationships,11-3031.00,EX,Extent,Financial Managers
5.0,11/2020,Analyst - Transition,1.B.2.e,Support,11-3031.00,EX,Extent,Financial Managers
6.0,11/2020,Analyst - Transition,1.B.2.f,Independence,11-3031.00,EX,Extent,Financial Managers
2.0,11/2020,Analyst - Transition,1.B.2.g,First Work Value High-Point,11-3031.00,VH,Work Value High-Point,Financial Managers
6.0,11/2020,Analyst - Transition,1.B.2.h,Second Work Value High-Point,11-3031.00,VH,Work Value High-Point,Financial Managers
3.0,11/2020,Analyst - Transition,1.B.2.i,Third Work Value High-Point,11-3031.00,VH,Work Value High-Point,Financial Managers
5.67,06/2008,Analyst,1.B.2.a,Achievement,11-3031.01,EX,Extent,Treasurers and Controllers
5.83,06/2008,Analyst,1.B.2.b,Working Conditions,11-3031.01,EX,Extent,Treasurers and Controllers
5.0,06/2008,Analyst,1.B.2.c,Recognition,11-3031.01,EX,Extent,Treasurers and Controllers
4.0,06/2008,Analyst,1.B.2.d,Relationships,11-3031.01,EX,Extent,Treasurers and Controllers
5.33,06/2008,Analyst,1.B.2.e,Support,11-3031.01,EX,Extent,Treasurers and Controllers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-3031.01,EX,Extent,Treasurers and Controllers
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3031.01,VH,Work Value High-Point,Treasurers and Controllers
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3031.01,VH,Work Value High-Point,Treasurers and Controllers
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3031.01,VH,Work Value High-Point,Treasurers and Controllers
6.0,06/2009,Analyst,1.B.2.a,Achievement,11-3031.03,EX,Extent,Investment Fund Managers
5.33,06/2009,Analyst,1.B.2.b,Working Conditions,11-3031.03,EX,Extent,Investment Fund Managers
5.67,06/2009,Analyst,1.B.2.c,Recognition,11-3031.03,EX,Extent,Investment Fund Managers
5.0,06/2009,Analyst,1.B.2.d,Relationships,11-3031.03,EX,Extent,Investment Fund Managers
4.33,06/2009,Analyst,1.B.2.e,Support,11-3031.03,EX,Extent,Investment Fund Managers
5.33,06/2009,Analyst,1.B.2.f,Independence,11-3031.03,EX,Extent,Investment Fund Managers
1.0,06/2009,Analyst,1.B.2.g,First Work Value High-Point,11-3031.03,VH,Work Value High-Point,Investment Fund Managers
3.0,06/2009,Analyst,1.B.2.h,Second Work Value High-Point,11-3031.03,VH,Work Value High-Point,Investment Fund Managers
2.0,06/2009,Analyst,1.B.2.i,Third Work Value High-Point,11-3031.03,VH,Work Value High-Point,Investment Fund Managers
5.0,06/2008,Analyst,1.B.2.a,Achievement,11-3051.00,EX,Extent,Industrial Production Managers
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,11-3051.00,EX,Extent,Industrial Production Managers
5.0,06/2008,Analyst,1.B.2.c,Recognition,11-3051.00,EX,Extent,Industrial Production Managers
5.33,06/2008,Analyst,1.B.2.d,Relationships,11-3051.00,EX,Extent,Industrial Production Managers
5.0,06/2008,Analyst,1.B.2.e,Support,11-3051.00,EX,Extent,Industrial Production Managers
6.0,06/2008,Analyst,1.B.2.f,Independence,11-3051.00,EX,Extent,Industrial Production Managers
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3051.00,VH,Work Value High-Point,Industrial Production Managers
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.00,VH,Work Value High-Point,Industrial Production Managers
4.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.00,VH,Work Value High-Point,Industrial Production Managers
5.0,06/2009,Analyst,1.B.2.a,Achievement,11-3051.01,EX,Extent,Quality Control Systems Managers
4.5,06/2009,Analyst,1.B.2.b,Working Conditions,11-3051.01,EX,Extent,Quality Control Systems Managers
4.67,06/2009,Analyst,1.B.2.c,Recognition,11-3051.01,EX,Extent,Quality Control Systems Managers
4.0,06/2009,Analyst,1.B.2.d,Relationships,11-3051.01,EX,Extent,Quality Control Systems Managers
5.33,06/2009,Analyst,1.B.2.e,Support,11-3051.01,EX,Extent,Quality Control Systems Managers
5.0,06/2009,Analyst,1.B.2.f,Independence,11-3051.01,EX,Extent,Quality Control Systems Managers
5.0,06/2009,Analyst,1.B.2.g,First Work Value High-Point,11-3051.01,VH,Work Value High-Point,Quality Control Systems Managers
1.0,06/2009,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.01,VH,Work Value High-Point,Quality Control Systems Managers
6.0,06/2009,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.01,VH,Work Value High-Point,Quality Control Systems Managers
6.0,07/2012,Analyst,1.B.2.a,Achievement,11-3051.02,EX,Extent,Geothermal Production Managers
6.0,07/2012,Analyst,1.B.2.b,Working Conditions,11-3051.02,EX,Extent,Geothermal Production Managers
6.0,07/2012,Analyst,1.B.2.c,Recognition,11-3051.02,EX,Extent,Geothermal Production Managers
4.67,07/2012,Analyst,1.B.2.d,Relationships,11-3051.02,EX,Extent,Geothermal Production Managers
4.0,07/2012,Analyst,1.B.2.e,Support,11-3051.02,EX,Extent,Geothermal Production Managers
5.67,07/2012,Analyst,1.B.2.f,Independence,11-3051.02,EX,Extent,Geothermal Production Managers
3.0,07/2012,Analyst,1.B.2.g,First Work Value High-Point,11-3051.02,VH,Work Value High-Point,Geothermal Production Managers
1.0,07/2012,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.02,VH,Work Value High-Point,Geothermal Production Managers
2.0,07/2012,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.02,VH,Work Value High-Point,Geothermal Production Managers
5.67,07/2012,Analyst,1.B.2.a,Achievement,11-3051.03,EX,Extent,Biofuels Production Managers
6.0,07/2012,Analyst,1.B.2.b,Working Conditions,11-3051.03,EX,Extent,Biofuels Production Managers
5.67,07/2012,Analyst,1.B.2.c,Recognition,11-3051.03,EX,Extent,Biofuels Production Managers
4.33,07/2012,Analyst,1.B.2.d,Relationships,11-3051.03,EX,Extent,Biofuels Production Managers
4.33,07/2012,Analyst,1.B.2.e,Support,11-3051.03,EX,Extent,Biofuels Production Managers
5.33,07/2012,Analyst,1.B.2.f,Independence,11-3051.03,EX,Extent,Biofuels Production Managers
2.0,07/2012,Analyst,1.B.2.g,First Work Value High-Point,11-3051.03,VH,Work Value High-Point,Biofuels Production Managers
1.0,07/2012,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.03,VH,Work Value High-Point,Biofuels Production Managers
3.0,07/2012,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.03,VH,Work Value High-Point,Biofuels Production Managers
5.67,07/2012,Analyst,1.B.2.a,Achievement,11-3051.04,EX,Extent,Biomass Power Plant Managers
6.0,07/2012,Analyst,1.B.2.b,Working Conditions,11-3051.04,EX,Extent,Biomass Power Plant Managers
5.67,07/2012,Analyst,1.B.2.c,Recognition,11-3051.04,EX,Extent,Biomass Power Plant Managers
4.33,07/2012,Analyst,1.B.2.d,Relationships,11-3051.04,EX,Extent,Biomass Power Plant Managers
4.0,07/2012,Analyst,1.B.2.e,Support,11-3051.04,EX,Extent,Biomass Power Plant Managers
5.33,07/2012,Analyst,1.B.2.f,Independence,11-3051.04,EX,Extent,Biomass Power Plant Managers
2.0,07/2012,Analyst,1.B.2.g,First Work Value High-Point,11-3051.04,VH,Work Value High-Point,Biomass Power Plant Managers
1.0,07/2012,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.04,VH,Work Value High-Point,Biomass Power Plant Managers
3.0,07/2012,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.04,VH,Work Value High-Point,Biomass Power Plant Managers
6.0,07/2012,Analyst,1.B.2.a,Achievement,11-3051.06,EX,Extent,Hydroelectric Production Managers
6.0,07/2012,Analyst,1.B.2.b,Working Conditions,11-3051.06,EX,Extent,Hydroelectric Production Managers
5.67,07/2012,Analyst,1.B.2.c,Recognition,11-3051.06,EX,Extent,Hydroelectric Production Managers
4.67,07/2012,Analyst,1.B.2.d,Relationships,11-3051.06,EX,Extent,Hydroelectric Production Managers
4.0,07/2012,Analyst,1.B.2.e,Support,11-3051.06,EX,Extent,Hydroelectric Production Managers
5.67,07/2012,Analyst,1.B.2.f,Independence,11-3051.06,EX,Extent,Hydroelectric Production Managers
1.0,07/2012,Analyst,1.B.2.g,First Work Value High-Point,11-3051.06,VH,Work Value High-Point,Hydroelectric Production Managers
2.0,07/2012,Analyst,1.B.2.h,Second Work Value High-Point,11-3051.06,VH,Work Value High-Point,Hydroelectric Production Managers
3.0,07/2012,Analyst,1.B.2.i,Third Work Value High-Point,11-3051.06,VH,Work Value High-Point,Hydroelectric Production Managers
4.0,06/2008,Analyst,1.B.2.a,Achievement,11-3061.00,EX,Extent,Purchasing Managers
5.33,06/2008,Analyst,1.B.2.b,Working Conditions,11-3061.00,EX,Extent,Purchasing Managers
4.33,06/2008,Analyst,1.B.2.c,Recognition,11-3061.00,EX,Extent,Purchasing Managers
4.0,06/2008,Analyst,1.B.2.d,Relationships,11-3061.00,EX,Extent,Purchasing Managers
5.0,06/2008,Analyst,1.B.2.e,Support,11-3061.00,EX,Extent,Purchasing Managers
4.67,06/2008,Analyst,1.B.2.f,Independence,11-3061.00,EX,Extent,Purchasing Managers
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3061.00,VH,Work Value High-Point,Purchasing Managers
5.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3061.00,VH,Work Value High-Point,Purchasing Managers
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3061.00,VH,Work Value High-Point,Purchasing Managers
4.44,11/2020,Analyst - Transition,1.B.2.a,Achievement,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
5.17,11/2020,Analyst - Transition,1.B.2.b,Working Conditions,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
4.22,11/2020,Analyst - Transition,1.B.2.c,Recognition,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
5.33,11/2020,Analyst - Transition,1.B.2.d,Relationships,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
4.78,11/2020,Analyst - Transition,1.B.2.e,Support,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
5.22,11/2020,Analyst - Transition,1.B.2.f,Independence,11-3071.00,EX,Extent,"Transportation, Storage, and Distribution Managers"
4.0,11/2020,Analyst - Transition,1.B.2.g,First Work Value High-Point,11-3071.00,VH,Work Value High-Point,"Transportation, Storage, and Distribution Managers"
6.0,11/2020,Analyst - Transition,1.B.2.h,Second Work Value High-Point,11-3071.00,VH,Work Value High-Point,"Transportation, Storage, and Distribution Managers"
2.0,11/2020,Analyst - Transition,1.B.2.i,Third Work Value High-Point,11-3071.00,VH,Work Value High-Point,"Transportation, Storage, and Distribution Managers"
4.67,06/2009,Analyst,1.B.2.a,Achievement,11-3071.04,EX,Extent,Supply Chain Managers
5.17,06/2009,Analyst,1.B.2.b,Working Conditions,11-3071.04,EX,Extent,Supply Chain Managers
4.33,06/2009,Analyst,1.B.2.c,Recognition,11-3071.04,EX,Extent,Supply Chain Managers
4.33,06/2009,Analyst,1.B.2.d,Relationships,11-3071.04,EX,Extent,Supply Chain Managers
5.0,06/2009,Analyst,1.B.2.e,Support,11-3071.04,EX,Extent,Supply Chain Managers
5.67,06/2009,Analyst,1.B.2.f,Independence,11-3071.04,EX,Extent,Supply Chain Managers
6.0,06/2009,Analyst,1.B.2.g,First Work Value High-Point,11-3071.04,VH,Work Value High-Point,Supply Chain Managers
2.0,06/2009,Analyst,1.B.2.h,Second Work Value High-Point,11-3071.04,VH,Work Value High-Point,Supply Chain Managers
5.0,06/2009,Analyst,1.B.2.i,Third Work Value High-Point,11-3071.04,VH,Work Value High-Point,Supply Chain Managers
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-3111.00,EX,Extent,Compensation and Benefits Managers
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,11-3111.00,EX,Extent,Compensation and Benefits Managers
5.0,06/2008,Analyst,1.B.2.c,Recognition,11-3111.00,EX,Extent,Compensation and Benefits Managers
6.0,06/2008,Analyst,1.B.2.d,Relationships,11-3111.00,EX,Extent,Compensation and Benefits Managers
5.67,06/2008,Analyst,1.B.2.e,Support,11-3111.00,EX,Extent,Compensation and Benefits Managers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-3111.00,EX,Extent,Compensation and Benefits Managers
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3111.00,VH,Work Value High-Point,Compensation and Benefits Managers
5.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3111.00,VH,Work Value High-Point,Compensation and Benefits Managers
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3111.00,VH,Work Value High-Point,Compensation and Benefits Managers
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-3121.00,EX,Extent,Human Resources Managers
5.33,06/2008,Analyst,1.B.2.b,Working Conditions,11-3121.00,EX,Extent,Human Resources Managers
5.67,06/2008,Analyst,1.B.2.c,Recognition,11-3121.00,EX,Extent,Human Resources Managers
6.0,06/2008,Analyst,1.B.2.d,Relationships,11-3121.00,EX,Extent,Human Resources Managers
4.33,06/2008,Analyst,1.B.2.e,Support,11-3121.00,EX,Extent,Human Resources Managers
5.0,06/2008,Analyst,1.B.2.f,Independence,11-3121.00,EX,Extent,Human Resources Managers
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3121.00,VH,Work Value High-Point,Human Resources Managers
3.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3121.00,VH,Work Value High-Point,Human Resources Managers
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3121.00,VH,Work Value High-Point,Human Resources Managers
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-3131.00,EX,Extent,Training and Development Managers
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,11-3131.00,EX,Extent,Training and Development Managers
5.0,06/2008,Analyst,1.B.2.c,Recognition,11-3131.00,EX,Extent,Training and Development Managers
6.0,06/2008,Analyst,1.B.2.d,Relationships,11-3131.00,EX,Extent,Training and Development Managers
4.0,06/2008,Analyst,1.B.2.e,Support,11-3131.00,EX,Extent,Training and Development Managers
5.33,06/2008,Analyst,1.B.2.f,Independence,11-3131.00,EX,Extent,Training and Development Managers
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-3131.00,VH,Work Value High-Point,Training and Development Managers
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-3131.00,VH,Work Value High-Point,Training and Development Managers
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-3131.00,VH,Work Value High-Point,Training and Development Managers
4.89,11/2020,Analyst - Transition,1.B.2.a,Achievement,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
4.67,11/2020,Analyst - Transition,1.B.2.b,Working Conditions,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
4.44,11/2020,Analyst - Transition,1.B.2.c,Recognition,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
4.66,11/2020,Analyst - Transition,1.B.2.d,Relationships,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
3.22,11/2020,Analyst - Transition,1.B.2.e,Support,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
5.22,11/2020,Analyst - Transition,1.B.2.f,Independence,11-9013.00,EX,Extent,"Farmers, Ranchers, and Other Agricultural Managers"
6.0,11/2020,Analyst - Transition,1.B.2.g,First Work Value High-Point,11-9013.00,VH,Work Value High-Point,"Farmers, Ranchers, and Other Agricultural Managers"
1.0,11/2020,Analyst - Transition,1.B.2.h,Second Work Value High-Point,11-9013.00,VH,Work Value High-Point,"Farmers, Ranchers, and Other Agricultural Managers"
2.0,11/2020,Analyst - Transition,1.B.2.i,Third Work Value High-Point,11-9013.00,VH,Work Value High-Point,"Farmers, Ranchers, and Other Agricultural Managers"
5.33,06/2008,Analyst,1.B.2.a,Achievement,11-9021.00,EX,Extent,Construction Managers
5.83,06/2008,Analyst,1.B.2.b,Working Conditions,11-9021.00,EX,Extent,Construction Managers
4.67,06/2008,Analyst,1.B.2.c,Recognition,11-9021.00,EX,Extent,Construction Managers
5.0,06/2008,Analyst,1.B.2.d,Relationships,11-9021.00,EX,Extent,Construction Managers
5.33,06/2008,Analyst,1.B.2.e,Support,11-9021.00,EX,Extent,Construction Managers
5.67,06/2008,Analyst,1.B.2.f,Independence,11-9021.00,EX,Extent,Construction Managers
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-9021.00,VH,Work Value High-Point,Construction Managers
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-9021.00,VH,Work Value High-Point,Construction Managers
5.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-9021.00,VH,Work Value High-Point,Construction Managers
5.67,06/2008,Analyst,1.B.2.a,Achievement,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
4.67,06/2008,Analyst,1.B.2.b,Working Conditions,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
4.67,06/2008,Analyst,1.B.2.c,Recognition,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
6.67,06/2008,Analyst,1.B.2.d,Relationships,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
3.0,06/2008,Analyst,1.B.2.e,Support,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
5.67,06/2008,Analyst,1.B.2.f,Independence,11-9031.00,EX,Extent,"Education and Childcare Administrators, Preschool and Daycare"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,11-9031.00,VH,Work Value High-Point,"Education and Childcare Administrators, Preschool and Daycare"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,11-9031.00,VH,Work Value High-Point,"Education and Childcare Administrators, Preschool and Daycare"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,11-9031.00,VH,Work Value High-Point,"Education and Childcare Administrators, Preschool and Daycare"
5.67,06/2008,Analyst,1.B.2.a,Achievement,11-9032.00,EX,Extent,"Education Administrators, Kindergarten through Secondary"
6.0,06/2008,Analyst,1.B.2.b,Working Conditions,11-9032.00,EX,Extent,"Education Administrators, Kindergarten through Secondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,11-9032.00,EX,Extent,"Education Administrators, Kindergarten through Secondary"
